0,0,5443200,1,0,0,-38.4161,-63.6167
0,0,5529600,1,0,0,-38.4161,-63.6167
0,0,5529600,1,0,0,-38.4161,-63.6167
0,0,5702400,2,0,0,-38.4161,-63.6167
0,0,5788800,8,0,0,-38.4161,-63.6167
0,0,5875200,12,1,0,-38.4161,-63.6167
0,0,5875200,12,1,0,-38.4161,-63.6167
0,0,6048000,17,1,0,-38.4161,-63.6167
0,0,6134400,19,1,0,-38.4161,-63.6167
0,0,6134400,19,1,0,-38.4161,-63.6167
0,0,6134400,31,2,0,-38.4161,-63.6167
0,0,6393600,34,2,1,-38.4161,-63.6167
0,0,6480000,45,2,1,-38.4161,-63.6167
0,0,6566400,56,2,1,-38.4161,-63.6167
0,0,6652800,68,2,3,-38.4161,-63.6167
0,0,6739200,79,2,3,-38.4161,-63.6167
0,0,6825600,97,3,3,-38.4161,-63.6167
0,0,6912000,128,3,3,-38.4161,-63.6167
0,0,6998400,158,4,3,-38.4161,-63.6167
0,0,7084800,225,4,3,-38.4161,-63.6167
