0,0,5529600,1,0,0,47.1660,9.5554
0,0,5529600,1,0,0,47.1660,9.5554
0,0,5529600,1,0,0,47.1660,9.5554
0,0,5529600,1,0,0,47.1660,9.5554
0,0,5529600,1,0,0,47.1660,9.5554
0,0,5529600,1,0,0,47.1660,9.5554
0,0,5529600,1,0,0,47.1660,9.5554
0,0,5529600,1,0,0,47.1660,9.5554
0,0,5529600,1,0,0,47.1660,9.5554
0,0,6134400,1,0,0,47.1660,9.5554
0,0,6393600,4,0,0,47.1660,9.5554
0,0,6393600,4,0,0,47.1660,9.5554
0,0,6393600,4,0,0,47.1660,9.5554
0,0,6652800,7,0,0,47.1660,9.5554
0,0,6739200,28,0,0,47.1660,9.5554
0,0,6739200,28,0,0,47.1660,9.5554
0,0,6739200,28,0,0,47.1660,9.5554
0,0,6998400,37,0,0,47.1660,9.5554
0,0,6998400,37,0,0,47.1660,9.5554
