0,0,5529600,1,0,0,51.9194,19.1451
0,0,5529600,1,0,0,51.9194,19.1451
0,0,5702400,5,0,0,51.9194,19.1451
0,0,5702400,5,0,0,51.9194,19.1451
0,0,5875200,11,0,0,51.9194,19.1451
0,0,5961600,16,0,0,51.9194,19.1451
0,0,6048000,22,0,0,51.9194,19.1451
0,0,6134400,31,0,0,51.9194,19.1451
0,0,6220800,49,1,0,51.9194,19.1451
0,0,6134400,68,2,0,51.9194,19.1451
0,0,6393600,103,3,0,51.9194,19.1451
0,0,6480000,119,3,0,51.9194,19.1451
0,0,6566400,177,4,13,51.9194,19.1451
0,0,6652800,238,5,13,51.9194,19.1451
0,0,6739200,251,5,13,51.9194,19.1451
0,0,6825600,355,5,1,51.9194,19.1451
0,0,6912000,425,5,1,51.9194,19.1451
0,0,6998400,536,5,1,51.9194,19.1451
0,0,7084800,634,7,1,51.9194,19.1451
