0,0,3888000,1,0,0,26.8206,30.8025
0,0,3888000,1,0,0,26.8206,30.8025
0,0,3888000,1,0,0,26.8206,30.8025
0,0,3888000,1,0,0,26.8206,30.8025
0,0,3888000,1,0,0,26.8206,30.8025
0,0,3888000,1,0,0,26.8206,30.8025
0,0,3888000,1,0,0,26.8206,30.8025
0,0,4492800,1,0,0,26.8206,30.8025
0,0,4492800,1,0,0,26.8206,30.8025
0,0,4492800,1,0,0,26.8206,30.8025
0,0,4492800,1,0,0,26.8206,30.8025
0,0,4492800,1,0,0,26.8206,30.8025
0,0,4492800,1,0,0,26.8206,30.8025
0,0,4492800,1,0,0,26.8206,30.8025
0,0,5097600,1,0,1,26.8206,30.8025
0,0,5097600,1,0,1,26.8206,30.8025
0,0,5270400,2,0,1,26.8206,30.8025
0,0,5270400,2,0,1,26.8206,30.8025
0,0,5270400,2,0,1,26.8206,30.8025
0,0,5270400,2,0,1,26.8206,30.8025
0,0,5616000,3,0,1,26.8206,30.8025
0,0,5702400,15,0,1,26.8206,30.8025
0,0,5702400,15,0,1,26.8206,30.8025
0,0,5875200,49,1,1,26.8206,30.8025
0,0,5961600,55,1,12,26.8206,30.8025
0,0,6048000,59,1,1,26.8206,30.8025
0,0,6134400,60,1,27,26.8206,30.8025
0,0,6220800,67,1,27,26.8206,30.8025
0,0,6134400,80,2,27,26.8206,30.8025
0,0,6393600,109,2,27,26.8206,30.8025
0,0,6480000,110,2,21,26.8206,30.8025
0,0,6566400,150,2,27,26.8206,30.8025
0,0,6652800,196,4,32,26.8206,30.8025
0,0,6739200,196,6,32,26.8206,30.8025
0,0,6825600,256,6,32,26.8206,30.8025
0,0,6912000,285,8,39,26.8206,30.8025
0,0,6998400,294,10,41,26.8206,30.8025
0,0,7084800,327,14,56,26.8206,30.8025
