0,0,4838400,1,0,0,28.0339,1.6596
0,0,4838400,1,0,0,28.0339,1.6596
0,0,4838400,1,0,0,28.0339,1.6596
0,0,4838400,1,0,0,28.0339,1.6596
0,0,4838400,1,0,0,28.0339,1.6596
0,0,4838400,1,0,0,28.0339,1.6596
0,0,5356800,3,0,0,28.0339,1.6596
0,0,5443200,5,0,0,28.0339,1.6596
0,0,5529600,12,0,0,28.0339,1.6596
0,0,5529600,12,0,0,28.0339,1.6596
0,0,5702400,17,0,0,28.0339,1.6596
0,0,5702400,17,0,0,28.0339,1.6596
0,0,5875200,19,0,0,28.0339,1.6596
0,0,5961600,20,0,0,28.0339,1.6596
0,0,5961600,20,0,0,28.0339,1.6596
0,0,5961600,20,0,0,28.0339,1.6596
0,0,6220800,24,1,8,28.0339,1.6596
0,0,6134400,26,2,8,28.0339,1.6596
0,0,6393600,37,3,12,28.0339,1.6596
0,0,6480000,48,4,12,28.0339,1.6596
0,0,6566400,54,4,12,28.0339,1.6596
0,0,6652800,60,4,12,28.0339,1.6596
0,0,6739200,74,7,12,28.0339,1.6596
0,0,6825600,87,9,32,28.0339,1.6596
0,0,6912000,90,11,32,28.0339,1.6596
0,0,6998400,139,15,32,28.0339,1.6596
0,0,7084800,201,17,65,28.0339,1.6596
